DESC,감독,배우,평가자수,보고싶어요수,코멘트수,별점분포
"Hear Me, 2009, 대만, 로맨스/멜로, 드라마, 전체 관람가, 1시간 49분",청펀펀,"[펑위옌, 천이한, 진연희]","56,109","12,805",854,"{""1"":265,""2"":1064,""3"":359,""4"":2370,""5"":1483,""6"":9560,""7"":6615,""8"":18547,""9"":4219,""10"":11627}"
"Jerry Maguire, 1996, 미국, 드라마, 로맨스/멜로, 15세 관람가, 2시간 18분",카메론 크로우,"[톰 크루즈, 쿠바 구딩 쥬니어, 르네 젤위거]","87,846","12,212",593,"{""1"":154,""2"":1317,""3"":202,""4"":2658,""5"":1057,""6"":16130,""7"":9119,""8"":35775,""9"":5182,""10"":16252}"
"Frequency, 2000, 미국, SF, 드라마, 12세 관람가, 1시간 57분",그레고리 호블릿,"[데니스 퀘이드, 제임스 카비젤, 안드레 브라우퍼]","70,850","14,750",831,"{""1"":104,""2"":1038,""3"":169,""4"":2037,""5"":890,""6"":10949,""7"":6723,""8"":26696,""9"":6279,""10"":15965}"
"Eternal Sunshine Of The Spotless Mind, 2004, 미국, 로맨스/멜로, 15세 관람가, 1시간 47분",미셸 공드리,"[짐 캐리, 케이트 윈슬렛, 커스틴 던스트]","283,458","31,801","6,070","{""1"":723,""2"":4951,""3"":872,""4"":10121,""5"":3263,""6"":36031,""7"":16981,""8"":83660,""9"":27477,""10"":99379}"
"Secret, 2007, 대만, 로맨스/멜로, 판타지, 드라마, 12세 관람가, 1시간 41분",주걸륜,"[주걸륜, 계륜미, 황추생]","548,546","10,746","2,725","{""1"":1319,""2"":6953,""3"":1979,""4"":17958,""5"":8631,""6"":80034,""7"":42021,""8"":177152,""9"":39152,""10"":173347}"
"Wish, 2009, 한국, 드라마, 액션, 청소년 관람불가, 1시간 47분",이성한,"[정우, 황정음, 손호준]","311,695","14,648","1,836","{""1"":1034,""2"":4428,""3"":1429,""4"":10331,""5"":5537,""6"":45174,""7"":26591,""8"":99255,""9"":21327,""10"":96589}"
"Interview With The Vampire: The Vampire Chronicles, 1994, 미국, 공포, 드라마, 청소년 관람불가, 2시간 3분",닐 조던,"[톰 크루즈, 브래드 피트, 안토니오 반데라스]","104,707","12,673","1,049","{""1"":305,""2"":2078,""3"":427,""4"":4372,""5"":1803,""6"":18543,""7"":10207,""8"":36668,""9"":7597,""10"":22707}"
"The Matrix Revolutions, 2003, 미국, SF, 액션, 15세 관람가, 2시간 8분",라나 워쇼스키,"[키아누 리브스, 캐리 앤 모스 , 로렌스 피쉬번]","226,773","4,862",725,"{""1"":538,""2"":2911,""3"":862,""4"":9152,""5"":4295,""6"":41344,""7"":16766,""8"":72282,""9"":12179,""10"":66444}"
"Love Actually, 2003, 영국, 미국, 로맨틱 코미디, 청소년 관람불가, 2시간 15분",리처드 커티스,"[휴 그랜트, 콜린 퍼스, 엠마 톰슨]","445,666","20,874","2,251","{""1"":944,""2"":4509,""3"":1181,""4"":11709,""5"":5482,""6"":64490,""7"":30742,""8"":155289,""9"":29064,""10"":142256}"
"Up, 2009, 미국, 애니메이션, 드라마, 전체 관람가, 1시간 41분",피트 닥터,"[에드워드 애스너, 이순재, 조던 나가이]","339,524","21,017","3,115","{""1"":594,""2"":3361,""3"":1061,""4"":9324,""5"":4573,""6"":48107,""7"":27502,""8"":112075,""9"":31350,""10"":101577}"
"Wolf Children, 2012, 일본, 애니메이션, 판타지, 전체 관람가, 1시간 57분",호소다 마모루,"[미야자키 아오이, 오사와 타카오, 쿠로키 하루]","170,625","21,956","2,499","{""1"":720,""2"":2675,""3"":1008,""4"":6386,""5"":4103,""6"":27235,""7"":17989,""8"":53356,""9"":14873,""10"":42280}"
"WALL-E, 2008, 미국, 애니메이션, SF, 가족, 코미디, 전체 관람가, 1시간 44분",앤드류 스탠튼,"[벤 버트, 엘리사 나이트, 제프 가린]","322,161","13,093","2,527","{""1"":774,""2"":5078,""3"":1141,""4"":11953,""5"":4630,""6"":47349,""7"":22164,""8"":101093,""9"":26216,""10"":101763}"
"The Matrix Reloaded, 2003, 미국, SF, 액션, 15세 관람가, 2시간 18분",앤디 워쇼스키,"[키아누 리브스, 캐리 앤 모스 , 로렌스 피쉬번]","249,261","5,208",679,"{""1"":556,""2"":2842,""3"":926,""4"":9663,""5"":4323,""6"":45325,""7"":19621,""8"":84889,""9"":13280,""10"":67836}"
"Home Alone, 1990, 미국, 코미디, 가족, 전체 관람가, 1시간 45분",크리스 콜럼버스,"[맥컬리 컬킨, 조 페시, 다니엘 스턴]","566,913","1,882","1,727","{""1"":1032,""2"":5414,""3"":1599,""4"":16206,""5"":7881,""6"":94380,""7"":45479,""8"":203987,""9"":31623,""10"":159312}"
"Catch Me If You Can, 2002, 미국, 드라마, 코미디, 15세 관람가, 2시간 20분",스티븐 스필버그,"[레오나르도 디카프리오, 톰 행크스, 크리스토퍼 월켄]","367,009","28,541","2,569","{""1"":574,""2"":2506,""3"":796,""4"":7226,""5"":4365,""6"":48677,""7"":33115,""8"":135556,""9"":34208,""10"":99986}"
"Memento, 2000, 미국, 스릴러, 스릴러, 15세 관람가, 1시간 52분",크리스토퍼 놀란,"[가이 피어스, 캐리 앤 모스 , 조 판토리아노]","305,705","32,794","3,318","{""1"":693,""2"":4791,""3"":762,""4"":9541,""5"":3019,""6"":38286,""7"":19382,""8"":103179,""9"":29112,""10"":96940}"
"Contact, 1997, 미국, SF, 드라마, 스릴러, 12세 관람가, 2시간 25분",로버트 저메키스,"[조디 포스터, 매튜 맥커너히, 윌리엄 피츠너]","78,747","16,349","1,455","{""1"":126,""2"":1406,""3"":211,""4"":2681,""5"":926,""6"":12362,""7"":7007,""8"":27048,""9"":7272,""10"":19708}"
"The Legend Of 1900, 1998, 이탈리아, 드라마, 판타지, 15세 관람가, 2시간 3분",쥬세페 토르나토레,"[팀 로스, 프루이트 테일러 빈스, 멜라니 티에리]","45,368","15,525",602,"{""1"":121,""2"":621,""3"":136,""4"":1140,""5"":497,""6"":5496,""7"":3574,""8"":15125,""9"":4551,""10"":14107}"
"Minority Report, 2002, 미국, SF, 액션, 15세 관람가, 2시간 25분",스티븐 스필버그,"[톰 크루즈, 콜린 파렐, 막스 폰 시도우]","286,830","20,164","1,464","{""1"":375,""2"":1850,""3"":528,""4"":5848,""5"":3209,""6"":43572,""7"":26364,""8"":116388,""9"":22589,""10"":66107}"
"重慶森林: Chungking Express, 1994, 홍콩, 드라마, 로맨스/멜로, 15세 관람가, 1시간 41분",왕가위,"[양조위, 왕비, 금성무]","81,202","13,844","1,703","{""1"":187,""2"":1362,""3"":230,""4"":2529,""5"":1013,""6"":11668,""7"":7110,""8"":27615,""9"":7684,""10"":21804}"
"The Girl Who Leapt Through Time, 2006, 일본, 애니메이션, 코미디, 판타지, 전체 관람가, 1시간 37분",호소다 마모루,"[나카 리이사, 이시다 타쿠야, 하라 사치에]","424,414","14,639","2,828","{""1"":832,""2"":3702,""3"":1189,""4"":10566,""5"":5697,""6"":60970,""7"":35681,""8"":152720,""9"":34154,""10"":118903}"
"Peter Shaffer's Amadeus, 1984, 미국, 드라마, 전체 관람가, 2시간 38분",밀로스 포먼,"[F. 머레이 에이브러햄, 톰 헐스, 엘리자베스 베리지]","149,600","15,118","1,410","{""1"":290,""2"":1947,""3"":359,""4"":3712,""5"":1608,""6"":20207,""7"":11697,""8"":54812,""9"":13640,""10"":41328}"
"The Princess Mononoke, 1997, 일본, 애니메이션, 액션, 전체 관람가, 2시간 15분",미야자키 하야오,"[클레어 데인즈, 마츠다 요지, 빌리 크루덥]","287,920","10,960","1,449","{""1"":774,""2"":3446,""3"":906,""4"":7920,""5"":3737,""6"":40465,""7"":21949,""8"":98905,""9"":21740,""10"":88078}"
"Identity, 2003, 미국, 스릴러, 공포, 15세 관람가, 1시간 30분",제임스 맨골드,"[존 쿠삭, 레이 리오타, 아만다 피트]","244,219","18,457","1,953","{""1"":559,""2"":3099,""3"":588,""4"":6341,""5"":3002,""6"":32015,""7"":19183,""8"":83127,""9"":21644,""10"":74661}"
"The Lives Of Others, 2006, 독일, 드라마, 스릴러, 15세 관람가, 2시간 17분",플로리안 헨켈 폰 도너스...,"[울리쉬 뮤흐, 마르티나 게덱, 세바스티안 코치]","52,190","36,856","1,231","{""1"":121,""2"":867,""3"":139,""4"":1469,""5"":483,""6"":5596,""7"":3780,""8"":17324,""9"":6844,""10"":15567}"
"Toy Story, 1995, 미국, 애니메이션, 드라마, 전체 관람가, 1시간 17분",존 라세터,"[톰 행크스, 팀 알렌, 애니 파츠]","376,262","5,276","1,392","{""1"":736,""2"":3586,""3"":1041,""4"":9728,""5"":4618,""6"":55722,""7"":28332,""8"":133502,""9"":27035,""10"":111962}"
"Saving Private Ryan, 1998, 미국, 전쟁, 드라마, 액션, 15세 관람가, 2시간 50분",스티븐 스필버그,"[톰 행크스, 에드워드 번즈, 맷 데이먼]","276,686","16,758","1,390","{""1"":609,""2"":3680,""3"":692,""4"":7508,""5"":2505,""6"":34289,""7"":15585,""8"":93439,""9"":22226,""10"":96153}"
"Life of Pi, 2012, 미국, 드라마, 판타지, 전체 관람가, 2시간 7분",이안,"[수라즈 샤르마, 이르판 칸, 라프 스팰]","280,306","36,774","4,481","{""1"":1115,""2"":4251,""3"":1361,""4"":9519,""5"":4957,""6"":37694,""7"":25010,""8"":87366,""9"":32502,""10"":76531}"
"Iron Man, 2008, 미국, SF, 액션, 12세 관람가, 2시간 5분",존 파브로,"[로버트 다우니 주니어, 기네스 팰트로우, 테렌스 하워드]","594,134","4,370","2,004","{""1"":977,""2"":4645,""3"":1196,""4"":11451,""5"":6219,""6"":72667,""7"":42507,""8"":206135,""9"":38092,""10"":210245}"
"Dead Poets Society, 1989, 미국, 드라마, 전체 관람가, 2시간 7분",피터 위어,"[로빈 윌리엄스, 에단 호크, 로버트 숀 레오나드]","281,540","36,675","2,496","{""1"":636,""2"":3149,""3"":545,""4"":5354,""5"":2040,""6"":26961,""7"":15502,""8"":89067,""9"":27627,""10"":110659}"
"Fight Club, 1999, 미국, 독일, 액션, 드라마, 청소년 관람불가, 2시간 19분",데이빗 핀처,"[브래드 피트, 에드워드 노튼, 헬레나 본햄 카터]","205,994","23,250","2,754","{""1"":461,""2"":3261,""3"":467,""4"":5785,""5"":1745,""6"":22579,""7"":11734,""8"":63830,""9"":21577,""10"":74555}"
"Gladiator, 2000, 미국, 영국, 액션, 드라마, 15세 관람가, 2시간 34분",리들리 스콧,"[러셀 크로우, 호아킨 피닉스, 코니 닐슨]","269,478","10,393","1,194","{""1"":530,""2"":2450,""3"":569,""4"":5108,""5"":2364,""6"":31611,""7"":17292,""8"":94908,""9"":21919,""10"":92727}"
"The Bourne Identity, 2002, 미국, 체코, 액션, 스릴러, 12세 관람가, 1시간 58분",더그 라이만,"[맷 데이먼, 프랑카 포텐테, 크리스 쿠퍼]","305,371","13,331","1,346","{""1"":597,""2"":3201,""3"":573,""4"":6563,""5"":2784,""6"":36344,""7"":19787,""8"":106303,""9"":20765,""10"":108454}"
"three idiots, 2009, 인도, 드라마, 코미디, 12세 관람가, 2시간 21분",라지쿠마르 히라니,"[아미르 칸, 마드하반, 셔먼 조쉬]","559,242","15,652","3,345","{""1"":2026,""2"":8404,""3"":2121,""4"":16272,""5"":7329,""6"":60354,""7"":33252,""8"":154591,""9"":50171,""10"":224722}"
"西遊記 完結篇 之 仙履奇緣: A Chinese Odyssey Part Two - Cinderella, 1994, 홍콩, 코미디, 판타지, 15세 관람가, 1시간 39분",유진위,"[주성치, 주인, 나가영]","47,749","2,234",636,"{""1"":252,""2"":1620,""3"":171,""4"":1951,""5"":563,""6"":5932,""7"":2620,""8"":13624,""9"":3199,""10"":17817}"
"Forrest Gump, 1994, 미국, 드라마, 코미디, 12세 관람가, 2시간 22분",로버트 저메키스,"[톰 행크스, 로빈 라이트, 게리 시나이즈]","334,156","31,536","2,315","{""1"":576,""2"":2633,""3"":544,""4"":4892,""5"":2239,""6"":28381,""7"":16262,""8"":104163,""9"":31251,""10"":143215}"
"La Vita E Bella, Life Is Beautiful, 1997, 이탈리아, 드라마, 코미디, 전쟁, 전체 관람가, 1시간 56분",로베르토 베니니,"[로베르토 베니니, 니콜레타 브라스치, 마리사 파레데스]","322,293","33,733","2,529","{""1"":676,""2"":3202,""3"":497,""4"":4694,""5"":1959,""6"":22444,""7"":11282,""8"":80206,""9"":31120,""10"":166213}"
"The Matrix, 1999, 미국, SF, 액션, 12세 관람가, 2시간 16분",앤디 워쇼스키,"[키아누 리브스, 로렌스 피쉬번, 캐리 앤 모스 ]","414,450","12,171","2,047","{""1"":674,""2"":3576,""3"":852,""4"":8900,""5"":3588,""6"":47903,""7"":22035,""8"":132079,""9"":33448,""10"":161395}"
"Alice In Wonderland, 2010, 미국, 판타지, 드라마, 전체 관람가, 1시간 48분",팀 버튼,"[조니 뎁, 앤 해서웨이, 헬레나 본햄 카터]","259,550","5,951","1,174","{""1"":1517,""2"":8220,""3"":3440,""4"":28603,""5"":14774,""6"":79344,""7"":27042,""8"":61259,""9"":6737,""10"":28614}"
"Knight & Day, 2010, 미국, 액션, 코미디, 15세 관람가, 1시간 49분",제임스 맨골드,"[톰 크루즈, 카메론 디아즈, 폴 다노]","154,061","3,188",835,"{""1"":747,""2"":4505,""3"":1598,""4"":15374,""5"":7109,""6"":48357,""7"":17569,""8"":41363,""9"":3776,""10"":13663}"
"War Of The Worlds, 2005, 미국, SF, 드라마, 스릴러, 12세 관람가, 1시간 56분",스티븐 스필버그,"[톰 크루즈, 저스틴 채트윈, 다코타 패닝]","220,977","2,490","1,172","{""1"":1274,""2"":7068,""3"":2516,""4"":22244,""5"":10924,""6"":66725,""7"":25931,""8"":57995,""9"":6644,""10"":19656}"
"The Unjust, 2010, 한국, 범죄, 액션, 청소년 관람불가, 1시간 59분",류승완,"[황정민, 류승범, 유해진]","254,399","13,829","1,947","{""1"":598,""2"":3742,""3"":949,""4"":10254,""5"":4478,""6"":48571,""7"":23374,""8"":95674,""9"":16570,""10"":50189}"
"The Hobbit: An Unexpected Journey, 2012, 미국, 뉴질랜드, 판타지, 12세 관람가, 2시간 49분",피터 잭슨,"[마틴 프리먼, 이안 맥켈런, 리처드 아미티지]","259,784","10,903","1,756","{""1"":1290,""2"":6420,""3"":1734,""4"":14229,""5"":6463,""6"":49005,""7"":27181,""8"":82378,""9"":14642,""10"":56442}"
"Men In Black 3, 2012, 미국, SF, 코미디, 12세 관람가, 1시간 46분",베리 소넨필드,"[윌 스미스, 토미 리 존스, 조슈 브롤린]","293,058","5,960",780,"{""1"":894,""2"":5070,""3"":1766,""4"":17973,""5"":8787,""6"":71620,""7"":28189,""8"":92058,""9"":11229,""10"":55472}"
"2011, 한국, 드라마, 코미디, 12세 관람가, 1시간 47분",이한,"[김윤석, 유아인, 이자스민]","447,775","5,325","1,386","{""1"":2313,""2"":9472,""3"":4275,""4"":33482,""5"":19306,""6"":133367,""7"":51592,""8"":133551,""9"":11873,""10"":48544}"
"Iron Man 2, 2010, 미국, SF, 액션, 12세 관람가, 2시간 5분",존 파브로,"[로버트 다우니 주니어, 기네스 팰트로우, 미키 루크]","489,838","3,630","1,482","{""1"":1196,""2"":5303,""3"":2349,""4"":20021,""5"":12134,""6"":88006,""7"":43104,""8"":158748,""9"":21308,""10"":137669}"
"Deranged, 2012, 한국, 스릴러, 드라마, 15세 관람가, 1시간 49분",박정우,"[김명민, 문정희, 김동완]","381,110","1,549","1,322","{""1"":8528,""2"":29091,""3"":9997,""4"":61920,""5"":26259,""6"":119447,""7"":29458,""8"":66512,""9"":4865,""10"":25033}"
"Kung Fu Panda, 2008, 미국, 애니메이션, 액션, 코미디, 전체 관람가, 1시간 32분",마크 오스본,"[이안 맥쉐인, 데이빗 크로스, 세스 로건]","484,136","1,880","1,172","{""1"":1140,""2"":6076,""3"":2166,""4"":20579,""5"":10762,""6"":109556,""7"":49670,""8"":175952,""9"":19672,""10"":88563}"
"2012, 2009, 미국, 캐나다, SF, 액션, 12세 관람가, 2시간 37분",롤랜드 에머리히,"[존 쿠삭, 아만다 피트, 탠디 뉴튼]","324,902","2,805","1,352","{""1"":2247,""2"":10122,""3"":4043,""4"":31681,""5"":15289,""6"":93932,""7"":31981,""8"":88533,""9"":9123,""10"":37951}"
"May 18, 2007, 한국, 드라마, 12세 관람가, 2시간 5분",김지훈,"[김상경, 이요원, 안성기]","364,133","5,466","1,112","{""1"":2693,""2"":9841,""3"":2406,""4"":21863,""5"":10492,""6"":86590,""7"":35048,""8"":116944,""9"":15926,""10"":62330}"
"I Saw The Devil, 2010, 한국, 공포, 스릴러, 청소년 관람불가, 2시간 24분",김지운,"[이병헌, 최민식, 천호진]","342,655","7,218","2,075","{""1"":3448,""2"":13296,""3"":2532,""4"":21901,""5"":8434,""6"":66325,""7"":28555,""8"":107109,""9"":17557,""10"":73498}"
"The Day After Tomorrow, 2004, 미국, SF, 드라마, 12세 관람가, 2시간 3분",롤랜드 에머리히,"[데니스 퀘이드, 제이크 질렌할, 이안 홈]","398,530","5,491","1,144","{""1"":937,""2"":4489,""3"":2065,""4"":19252,""5"":11897,""6"":99672,""7"":47066,""8"":137147,""9"":18368,""10"":57637}"
"A Dirty Carnival, 2006, 한국, 범죄, 액션, 청소년 관람불가, 2시간 21분",유하,"[조인성, 천호진, 남궁민]","242,460","7,802",749,"{""1"":851,""2"":4534,""3"":1470,""4"":14365,""5"":6342,""6"":61617,""7"":23219,""8"":83417,""9"":7800,""10"":38845}"
"My PS Partner, 2012, 한국, 로맨틱 코미디, 청소년 관람불가, 1시간 54분",변성현,"[지성, 김아중, 강경준]","293,205","5,079",981,"{""1"":3915,""2"":14005,""3"":6384,""4"":36019,""5"":17711,""6"":85172,""7"":25800,""8"":66950,""9"":5441,""10"":31808}"
"Blood Rain, 2005, 한국, 스릴러, 청소년 관람불가, 1시간 59분",김대승,"[차승원, 박용우, 지성]","120,216","1,702",265,"{""1"":1011,""2"":7072,""3"":1866,""4"":18872,""5"":6408,""6"":44582,""7"":9581,""8"":24110,""9"":1165,""10"":5549}"
"The Big Scene, 2005, 한국, 코미디, 스릴러, 15세 관람가, 1시간 55분",장진,"[차승원, 신하균, 신구]","118,056","3,295",491,"{""1"":828,""2"":4980,""3"":1549,""4"":14290,""5"":6125,""6"":39576,""7"":12052,""8"":28520,""9"":2372,""10"":7764}"
"My Scary Girl, 2006, 한국, 로맨틱 코미디, 스릴러, 범죄, 청소년 관람불가, 1시간 50분",손재곤,"[박용우, 최강희, 조은지]","149,535","1,495",381,"{""1"":1368,""2"":8431,""3"":2502,""4"":22493,""5"":7489,""6"":51199,""7"":11973,""8"":33468,""9"":1568,""10"":9044}"
"Eagle Eye, 2008, 미국, SF, 액션, 12세 관람가, 1시간 57분",D.J. 카루소,"[샤이아 라보프, 미쉘 모나한, 에단 엠브리]","104,426","2,704",395,"{""1"":417,""2"":3142,""3"":1099,""4"":10868,""5"":5058,""6"":35935,""7"":10600,""8"":27604,""9"":1921,""10"":7782}"
"Taken 2, 2012, 프랑스, 액션, 범죄, 드라마, 청소년 관람불가, 1시간 32분",올리비에 메가턴,"[리암 니슨, 매기 그레이스, 팜케 얀센]","213,417","5,129","1,260","{""1"":1314,""2"":5265,""3"":3477,""4"":21181,""5"":13273,""6"":59114,""7"":24971,""8"":52054,""9"":6188,""10"":26580}"
"Forbidden Quest, 2006, 한국, 코미디, 로맨스/멜로, 12세 관람가, 2시간 19분",김대우,"[한석규, 이범수, 김민정]","110,861","1,261",274,"{""1"":2009,""2"":9117,""3"":3144,""4"":21778,""5"":7443,""6"":36976,""7"":7134,""8"":16486,""9"":810,""10"":5964}"
"Poseidon, 2006, 미국, 액션, 드라마, 12세 관람가, 1시간 38분",볼프강 페터젠,"[조쉬 루카스, 커트 러셀, 리처드 드레이퍼스]","46,107","1,548",202,"{""1"":254,""2"":1473,""3"":661,""4"":5349,""5"":2883,""6"":15962,""7"":5144,""8"":10516,""9"":842,""10"":3023}"
"2008, 한국, 로맨스/멜로, 드라마, 청소년 관람불가, 1시간 48분",전윤수,"[김규리, 김영호, 김남길]","118,262","1,251",353,"{""1"":2360,""2"":11339,""3"":3912,""4"":26942,""5"":8486,""6"":38028,""7"":6103,""8"":13748,""9"":780,""10"":6564}"
"The Neighbors, 2012, 한국, 스릴러, 청소년 관람불가, 1시간 50분",김휘,"[김윤진, 마동석, 천호진]","327,733","5,032","1,183","{""1"":1989,""2"":9666,""3"":3997,""4"":31788,""5"":16577,""6"":102027,""7"":33460,""8"":87937,""9"":7327,""10"":32965}"
"X-Men: First Class, 2011, 미국, 판타지, 액션, 12세 관람가, 2시간 12분",매튜 본,"[제임스 맥어보이, 마이클 패스벤더, 케빈 베이컨]","318,651","7,296","2,026","{""1"":613,""2"":3371,""3"":913,""4"":9301,""5"":4421,""6"":51310,""7"":28031,""8"":116710,""9"":24844,""10"":79137}"
"Miracle On 1st Street, 2007, 한국, 코미디, 드라마, 15세 관람가, 1시간 53분",윤제균,"[임창정, 하지원, 강예원]","118,310",744,306,"{""1"":1961,""2"":9659,""3"":2886,""4"":20436,""5"":7325,""6"":39034,""7"":8494,""8"":20845,""9"":1265,""10"":6405}"
"The Front Line, 2011, 한국, 전쟁, 드라마, 15세 관람가, 2시간 13분",장훈,"[고수, 신하균, 류승룡]","302,617","3,902","1,186","{""1"":1387,""2"":7857,""3"":2164,""4"":22027,""5"":9722,""6"":84660,""7"":32414,""8"":97612,""9"":9616,""10"":35158}"
"Mother, 2009, 한국, 스릴러, 드라마, 청소년 관람불가, 2시간 8분",봉준호,"[김혜자, 원빈, 진구]","247,970","11,139","1,854","{""1"":1010,""2"":6508,""3"":1750,""4"":20211,""5"":7172,""6"":68249,""7"":24673,""8"":76990,""9"":11875,""10"":29532}"
"2011, 한국, 로맨틱 코미디, 공포, 드라마, 12세 관람가, 1시간 54분",황인호,"[손예진, 이민기, 신성훈]","311,284","2,914",846,"{""1"":2753,""2"":12449,""3"":5028,""4"":35529,""5"":16898,""6"":94560,""7"":29346,""8"":77567,""9"":5923,""10"":31231}"
"Harmony, 2009, 한국, 드라마, 12세 관람가, 1시간 55분",강대규,"[김윤진, 나문희, 정수영]","347,077","3,670",885,"{""1"":2589,""2"":9473,""3"":3640,""4"":23719,""5"":11854,""6"":74247,""7"":29411,""8"":99472,""9"":15196,""10"":77476}"
"Hello Ghost, 2010, 한국, 코미디, 12세 관람가, 1시간 51분",김영탁,"[차태현, 강예원, 고창석]","316,471","2,601","1,219","{""1"":2409,""2"":11565,""3"":4170,""4"":30415,""5"":13839,""6"":83881,""7"":30833,""8"":84486,""9"":10950,""10"":43923}"
"Harry Potter And The Order Of The Phoenix, 2007, 미국, 영국, 판타지, 액션, 전체 관람가, 2시간 17분",데이빗 예이츠,"[다니엘 래드클리프, 엠마 왓슨, 루퍼트 그린트]","380,267","2,166",801,"{""1"":1321,""2"":6665,""3"":1890,""4"":18294,""5"":9987,""6"":84004,""7"":36188,""8"":114780,""9"":14754,""10"":92384}"
"Harry Potter And The Sorcerer's Stone, 2001, 영국, 미국, 판타지, 전체 관람가, 2시간 32분",크리스 콜럼버스,"[다니엘 래드클리프, 루퍼트 그린트, 엠마 왓슨]","508,391","2,078","1,857","{""1"":1349,""2"":7099,""3"":1682,""4"":16416,""5"":6704,""6"":75933,""7"":35396,""8"":161435,""9"":32174,""10"":170203}"
"2008, 한국, 드라마, 청소년 관람불가, 2시간 13분",유하,"[조인성, 주진모, 송지효]","260,712","1,975",798,"{""1"":5825,""2"":21072,""3"":7801,""4"":50559,""5"":18959,""6"":85710,""7"":17265,""8"":36819,""9"":2303,""10"":14399}"
"The Divine Weapon, 2008, 한국, 전쟁, 드라마, 액션, 15세 관람가, 2시간 14분",김유진,"[정재영, 한은정, 허준호]","157,713",950,450,"{""1"":1515,""2"":8509,""3"":2862,""4"":23295,""5"":9753,""6"":53535,""7"":13566,""8"":32345,""9"":2129,""10"":10204}"
"Forever The Moment, 2007, 한국, 드라마, 15세 관람가, 2시간 4분",임순례,"[문소리, 김정은, 엄태웅]","272,301","2,210",454,"{""1"":1520,""2"":8136,""3"":2543,""4"":23253,""5"":10333,""6"":82344,""7"":27111,""8"":78244,""9"":7091,""10"":31726}"
"2012, 한국, 코미디, 드라마, 12세 관람가, 2시간 4분",이석훈,"[황정민, 엄정화, 이대연]","278,549","1,947",776,"{""1"":2461,""2"":10878,""3"":4481,""4"":31059,""5"":16397,""6"":88809,""7"":27844,""8"":67333,""9"":5771,""10"":23516}"
"Spider-Man 3, 2007, 미국, 판타지, 액션, 12세 관람가, 2시간 19분",샘 레이미,"[토비 맥과이어, 커스틴 던스트, 제임스 프랭코]","325,364","2,939",902,"{""1"":1100,""2"":5308,""3"":2171,""4"":19845,""5"":11145,""6"":85054,""7"":32222,""8"":99960,""9"":10184,""10"":58375}"
"My Tutor Friend, 2003, 한국, 로맨틱 코미디, 12세 관람가, 1시간 50분",김경형,"[김하늘, 권상우, 김혜옥]","383,315","1,449",659,"{""1"":4905,""2"":21657,""3"":7890,""4"":57763,""5"":23160,""6"":131537,""7"":30874,""8"":77494,""9"":4249,""10"":23786}"
"The Chaser, 2008, 한국, 스릴러, 범죄, 액션, 청소년 관람불가, 2시간 3분",나홍진,"[김윤석, 하정우, 서영희]","567,660","10,302","2,355","{""1"":1203,""2"":5425,""3"":1045,""4"":10855,""5"":4993,""6"":61362,""7"":36212,""8"":209243,""9"":44011,""10"":193311}"
"Pirates Of The Caribbean: At World's End, 2007, 미국, 판타지, 액션, 12세 관람가, 2시간 48분",고어 버빈스키,"[조니 뎁, 올랜도 블룸, 키이라 나이틀리]","400,563","5,041",776,"{""1"":905,""2"":4799,""3"":1503,""4"":14753,""5"":8028,""6"":76455,""7"":34049,""8"":136148,""9"":18459,""10"":105464}"
"The Lord Of The Rings: The Two Towers, 2002, 뉴질랜드, 미국, 판타지, 액션, 12세 관람가, 2시간 57분",피터 잭슨,"[일라이저 우드, 비고 모텐슨, 올랜도 볼룸]",384699,4941,1190,"{""1"":1095,""2"":5860,""3"":1134,""4"":12084,""5"":4210,""6"":51302,""7"":22580,""8"":121204,""9"":25916,""10"":139314}"
"Titanic, 1997, 미국, 로맨스/멜로, 드라마, 15세 관람가, 3시간 15분",제임스 카메론,"[레오나르도 디카프리오, 케이트 윈슬렛, 글로리아 스튜어트]","654,853","14,918","2,895","{""1"":668,""2"":3526,""3"":790,""4"":8881,""5"":3769,""6"":61172,""7"":29722,""8"":200584,""9"":54869,""10"":290872}"
"My Teacher, 2005, 한국, 코미디, 액션, 15세 관람가, 2시간 4분",김동원,"[정준호, 김상중, 정웅인]","125,681",312,533,"{""1"":2967,""2"":16360,""3"":3421,""4"":26382,""5"":6294,""6"":37576,""7"":6467,""8"":20278,""9"":731,""10"":5205}"
"Mission: Impossible III, 2006, 미국, 액션, 스릴러, 15세 관람가, 2시간 4분",J.J. 에이브럼스,"[톰 크루즈, 필립 세이모어 호프만, 빙 라메스]","274,707","4,885",830,"{""1"":415,""2"":2355,""3"":724,""4"":7965,""5"":4451,""6"":55042,""7"":26810,""8"":105210,""9"":13092,""10"":58643}"
"2010, 한국, 액션, 드라마, 15세 관람가, 1시간 56분",장훈,"[송강호, 강동원, 박혁권]","349,977","5,257",962,"{""1"":1066,""2"":4929,""3"":2505,""4"":21154,""5"":13044,""6"":102333,""7"":44172,""8"":112590,""9"":10859,""10"":37325}"
"Tower, 2012, 한국, 액션, 드라마, 12세 관람가, 2시간 1분",김지훈,"[설경구, 손예진, 김상경]","239,308","3,605","1,046","{""1"":3205,""2"":11707,""3"":4572,""4"":26963,""5"":12999,""6"":65138,""7"":22383,""8"":56692,""9"":6292,""10"":29357}"
